event_id,event_name,event_type,timestamp,user_id,persona,src_ip,domain_name,city,country,os,user_agent,device_type,login_type,tls_version,records_accessed,query_complexity,is_admin_action,label,scenario,reconstruction_error,interestingness_score,reasons,is_interesting
evt_test_01104,SOQLQuery,query,2026-03-21T21:28:07+00:00,u_complex_query_004,complex_query_engineer,10.51.2.91,login.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,laptop,SSO,TLS1.2,1760,10,False,0,benign,0.028555445,25.82,{},False
evt_test_01105,ConnectedAppOAuth,auth,2026-03-22T09:58:58+00:00,u_complex_query_004,complex_query_engineer,10.51.2.212,login.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.3,23,0,False,0,benign,0.06401194,48.81,"{""login_hour_deviation"": {""circular_hour_distance"": 6.12, ""normal_mean_hour"": 15.12, ""value"": 9}}",False
evt_test_01106,SOQLQuery,query,2026-03-23T14:08:28+00:00,u_complex_query_004,complex_query_engineer,10.51.2.79,mycompany.my.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,laptop,SSO,TLS1.3,1968,7,False,0,benign,0.012124811,11.91,{},False
evt_test_01107,SOQLQuery,query,2026-03-24T14:35:30+00:00,u_complex_query_004,complex_query_engineer,10.51.2.83,mycompany.my.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.3,1223,10,False,0,benign,0.025401099,23.33,{},False
evt_test_01108,SOQLQuery,query,2026-03-25T13:57:37+00:00,u_complex_query_004,complex_query_engineer,10.51.2.169,mycompany.my.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.3,1690,8,False,0,benign,0.015213623,14.71,{},False
evt_test_01109,BulkDataExport,data_export,2026-03-26T17:03:52+00:00,u_complex_query_004,complex_query_engineer,10.51.2.194,login.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,laptop,SSO,TLS1.3,1456,8,False,0,benign,0.04589641,38.13,{},False
evt_test_01110,ReportExport,data_access,2026-03-27T12:45:20+00:00,u_complex_query_004,complex_query_engineer,10.51.2.187,login.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.2,1342,11,False,0,benign,0.0854782,59.11,"{""model_reconstruction_error"": {""ratio"": 1.12, ""threshold"": 0.076474, ""value"": 0.085478}}",False
evt_test_01111,SOQLQuery,query,2026-03-28T12:57:44+00:00,u_complex_query_004,complex_query_engineer,10.51.2.79,login.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,laptop,SSO,TLS1.3,1120,8,False,0,benign,0.020172464,19.02,{},False
evt_test_01112,DashboardView,data_access,2026-03-15T15:02:09+00:00,u_complex_query_004,complex_query_engineer,10.51.2.158,login.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.3,24,0,False,0,benign,0.090772524,61.31,"{""model_reconstruction_error"": {""ratio"": 1.19, ""threshold"": 0.076474, ""value"": 0.090773}}",False
evt_test_01113,SOQLQuery,query,2026-03-16T15:44:00+00:00,u_complex_query_004,complex_query_engineer,10.51.2.215,mycompany.my.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,laptop,SSO,TLS1.3,2718,8,False,0,benign,0.021992858,20.55,{},False
evt_test_01114,ConnectedAppOAuth,auth,2026-03-17T20:49:28+00:00,u_complex_query_004,complex_query_engineer,10.51.2.174,login.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,laptop,SSO,TLS1.3,3,0,False,0,benign,0.049612653,40.49,{},False
evt_test_01115,SOQLQuery,query,2026-03-18T17:20:10+00:00,u_complex_query_004,complex_query_engineer,10.51.2.179,mycompany.my.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.3,2360,6,False,0,benign,0.030989537,27.69,{},False
evt_test_01116,SOQLQuery,query,2026-03-19T15:52:56+00:00,u_complex_query_004,complex_query_engineer,10.51.2.27,mycompany.my.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.2,2140,8,False,0,benign,0.035586253,31.08,{},False
evt_test_01117,ConnectedAppOAuth,auth,2026-03-20T09:53:24+00:00,u_complex_query_004,complex_query_engineer,10.51.2.26,login.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.3,15,0,False,0,benign,0.059993226,46.61,"{""login_hour_deviation"": {""circular_hour_distance"": 6.12, ""normal_mean_hour"": 15.12, ""value"": 9}}",False
evt_test_01118,SOQLQuery,query,2026-03-21T19:59:32+00:00,u_complex_query_004,complex_query_engineer,10.51.2.201,login.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.2,2084,7,False,0,benign,0.035722822,31.18,{},False
evt_test_01119,ReportExport,data_access,2026-03-22T14:29:12+00:00,u_complex_query_004,complex_query_engineer,10.51.2.105,mycompany.my.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.3,976,9,False,0,benign,0.07348804,53.64,{},False
evt_test_01120,SOQLQuery,query,2026-03-23T14:42:46+00:00,u_complex_query_004,complex_query_engineer,10.51.2.11,mycompany.my.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.3,2042,8,False,0,benign,0.015668212,15.12,{},False
evt_test_01121,SOQLQuery,query,2026-03-24T17:20:03+00:00,u_complex_query_004,complex_query_engineer,10.51.2.180,login.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.3,1951,9,False,0,benign,0.015911054,15.33,{},False
evt_test_01122,ReportExport,data_access,2026-03-25T11:57:06+00:00,u_complex_query_004,complex_query_engineer,10.51.2.6,mycompany.my.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.3,741,11,False,0,benign,0.090881094,61.35,"{""model_reconstruction_error"": {""ratio"": 1.19, ""threshold"": 0.076474, ""value"": 0.090881}}",False
evt_test_01123,SOQLQuery,query,2026-03-26T18:34:04+00:00,u_complex_query_004,complex_query_engineer,10.51.2.171,mycompany.my.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.3,1572,10,False,0,benign,0.018089013,17.24,{},False
evt_test_01124,SOQLQuery,query,2026-03-27T18:16:22+00:00,u_complex_query_004,complex_query_engineer,10.51.2.127,login.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,laptop,SSO,TLS1.3,824,7,False,0,benign,0.017739931,16.94,{},False
evt_test_01125,BulkDataExport,data_export,2026-03-30T15:16:56+00:00,u_complex_query_004,complex_query_engineer,185.199.108.77,login.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.3,65000,1,False,1,simple_user_mass_export,86.85995,100.0,"{""high_records_accessed"": {""normal_mean"": 1510.46, ""normal_p95"": 3080.2, ""normal_std"": 914.88, ""value"": 65000.0, ""z_score"": 69.4}, ""model_reconstruction_error"": {""ratio"": 1135.81, ""threshold"": 0.076474, ""value"": 86.859947}, ""public_or_unfamiliar_ip"": {""normal_private_ip_rate"": 1.0, ""src_ip"": ""185.199.108.77""}}",True
evt_test_01126,SOQLQuery,query,2026-03-31T19:22:13+00:00,u_complex_query_004,complex_query_engineer,198.51.100.19,mycompany.my.salesforce.com,Sao Paulo,BR,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.3,18000,14,False,1,new_country_query_burst,5.301136,100.0,"{""high_records_accessed"": {""normal_mean"": 1510.46, ""normal_p95"": 3080.2, ""normal_std"": 914.88, ""value"": 18000.0, ""z_score"": 18.02}, ""model_reconstruction_error"": {""ratio"": 69.32, ""threshold"": 0.076474, ""value"": 5.301136}, ""unusual_city"": {""normal_values"": [""Denver""], ""value"": ""Sao Paulo""}, ""unusual_country"": {""normal_values"": [""US""], ""value"": ""BR""}}",True
evt_test_01127,Login,auth,2026-04-01T11:46:33+00:00,u_complex_query_004,complex_query_engineer,10.51.2.67,login.salesforce.com,Denver,US,Android,SalesforceMobileSDK Android,mobile,SSO,TLS1.3,26,0,False,1,unusual_device,0.056035608,44.36,"{""unusual_device_type"": {""normal_values"": [""desktop"", ""laptop""], ""value"": ""mobile""}, ""unusual_os"": {""normal_values"": [""Linux""], ""value"": ""Android""}}",False
evt_test_01128,BulkDataExport,data_export,2026-04-02T12:25:09+00:00,u_complex_query_004,complex_query_engineer,91.207.174.9,mycompany.my.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,laptop,SSO,TLS1.3,65000,1,False,1,simple_user_mass_export,86.8158,100.0,"{""high_records_accessed"": {""normal_mean"": 1510.46, ""normal_p95"": 3080.2, ""normal_std"": 914.88, ""value"": 65000.0, ""z_score"": 69.4}, ""model_reconstruction_error"": {""ratio"": 1135.23, ""threshold"": 0.076474, ""value"": 86.815804}, ""public_or_unfamiliar_ip"": {""normal_private_ip_rate"": 1.0, ""src_ip"": ""91.207.174.9""}}",True
evt_test_01129,SOQLQuery,query,2026-04-03T17:56:10+00:00,u_complex_query_004,complex_query_engineer,45.83.12.44,mycompany.my.salesforce.com,Sao Paulo,BR,Linux,Mozilla/5.0 Linux Firefox,laptop,SSO,TLS1.3,18000,14,False,1,new_country_query_burst,5.270309,100.0,"{""high_records_accessed"": {""normal_mean"": 1510.46, ""normal_p95"": 3080.2, ""normal_std"": 914.88, ""value"": 18000.0, ""z_score"": 18.02}, ""model_reconstruction_error"": {""ratio"": 68.92, ""threshold"": 0.076474, ""value"": 5.270309}, ""public_or_unfamiliar_ip"": {""normal_private_ip_rate"": 1.0, ""src_ip"": ""45.83.12.44""}, ""unusual_city"": {""normal_values"": [""Denver""], ""value"": ""Sao Paulo""}, ""unusual_country"": {""normal_values"": [""US""], ""value"": ""BR""}}",True
evt_test_01130,Login,auth,2026-04-04T20:43:36+00:00,u_complex_query_004,complex_query_engineer,10.51.2.169,mycompany.my.salesforce.com,Denver,US,Android,SalesforceMobileSDK Android,mobile,SSO,TLS1.2,1640,5,False,1,unusual_device,0.10458052,66.51,"{""model_reconstruction_error"": {""ratio"": 1.37, ""threshold"": 0.076474, ""value"": 0.104581}, ""unusual_device_type"": {""normal_values"": [""desktop"", ""laptop""], ""value"": ""mobile""}, ""unusual_os"": {""normal_values"": [""Linux""], ""value"": ""Android""}}",True
evt_test_01131,BulkDataExport,data_export,2026-04-05T14:39:59+00:00,u_complex_query_004,complex_query_engineer,45.83.12.44,login.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,laptop,SSO,TLS1.2,65000,1,False,1,simple_user_mass_export,87.03655,100.0,"{""high_records_accessed"": {""normal_mean"": 1510.46, ""normal_p95"": 3080.2, ""normal_std"": 914.88, ""value"": 65000.0, ""z_score"": 69.4}, ""model_reconstruction_error"": {""ratio"": 1138.12, ""threshold"": 0.076474, ""value"": 87.036552}, ""public_or_unfamiliar_ip"": {""normal_private_ip_rate"": 1.0, ""src_ip"": ""45.83.12.44""}}",True
evt_test_01132,SOQLQuery,query,2026-04-06T12:47:09+00:00,u_complex_query_004,complex_query_engineer,203.0.113.42,login.salesforce.com,Sao Paulo,BR,Linux,Mozilla/5.0 Linux Firefox,laptop,SSO,TLS1.3,18000,14,False,1,new_country_query_burst,5.2894835,100.0,"{""high_records_accessed"": {""normal_mean"": 1510.46, ""normal_p95"": 3080.2, ""normal_std"": 914.88, ""value"": 18000.0, ""z_score"": 18.02}, ""model_reconstruction_error"": {""ratio"": 69.17, ""threshold"": 0.076474, ""value"": 5.289484}, ""unusual_city"": {""normal_values"": [""Denver""], ""value"": ""Sao Paulo""}, ""unusual_country"": {""normal_values"": [""US""], ""value"": ""BR""}}",True
evt_test_01353,BulkDataExport,data_export,2026-03-15T16:50:49+00:00,u_admin_005,salesforce_admin,10.70.1.222,mycompany.my.salesforce.com,Atlanta,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.3,416,4,False,0,benign,0.058706746,45.89,{},False
evt_test_01354,Logout,auth,2026-03-16T17:54:32+00:00,u_admin_005,salesforce_admin,10.70.1.158,mycompany.my.salesforce.com,Atlanta,US,Windows,Mozilla/5.0 Windows Chrome,laptop,MFA,TLS1.2,1,0,False,0,benign,0.04718457,38.96,{},False
evt_test_01355,UserPermissionChange,admin,2026-03-17T17:12:52+00:00,u_admin_005,salesforce_admin,10.70.1.215,login.salesforce.com,Atlanta,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.3,6,0,True,0,benign,0.048187602,39.59,{},False
evt_test_01356,SOQLQuery,query,2026-03-18T11:40:38+00:00,u_admin_005,salesforce_admin,10.70.1.224,mycompany.my.salesforce.com,Atlanta,US,macOS,Mozilla/5.0 macOS Safari,laptop,SSO,TLS1.3,518,3,False,0,benign,0.023109471,21.47,{},False
evt_test_01357,Logout,auth,2026-03-19T18:23:14+00:00,u_admin_005,salesforce_admin,10.70.1.74,login.salesforce.com,Atlanta,US,macOS,Mozilla/5.0 macOS Safari,laptop,MFA,TLS1.3,4,0,False,0,benign,0.037832033,32.68,{},False
evt_test_01358,ConnectedAppOAuth,auth,2026-03-20T18:25:48+00:00,u_admin_005,salesforce_admin,10.70.1.176,login.salesforce.com,Atlanta,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.3,9,0,False,0,benign,0.02457987,22.67,{},False
evt_test_01359,Login,auth,2026-03-21T09:36:44+00:00,u_admin_005,salesforce_admin,10.70.1.201,mycompany.my.salesforce.com,Atlanta,US,macOS,Mozilla/5.0 macOS Safari,laptop,SSO,TLS1.3,4,0,False,0,benign,0.0367344,31.91,{},False
evt_test_01360,SOQLQuery,query,2026-03-22T10:12:29+00:00,u_admin_005,salesforce_admin,10.70.1.27,login.salesforce.com,Atlanta,US,Windows,Mozilla/5.0 Windows Chrome,laptop,MFA,TLS1.3,274,3,False,0,benign,0.02489203,22.93,{},False
evt_test_01361,Logout,auth,2026-03-23T15:59:05+00:00,u_admin_005,salesforce_admin,10.70.1.7,login.salesforce.com,Atlanta,US,macOS,Mozilla/5.0 macOS Safari,laptop,SSO,TLS1.3,30,0,False,0,benign,0.024739018,22.8,{},False
evt_test_01362,UserPermissionChange,admin,2026-03-24T10:48:27+00:00,u_admin_005,salesforce_admin,10.70.1.216,mycompany.my.salesforce.com,Atlanta,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.3,8,0,True,0,benign,0.05398887,43.15,{},False
evt_test_01363,DashboardView,data_access,2026-03-25T14:04:57+00:00,u_admin_005,salesforce_admin,10.70.1.83,mycompany.my.salesforce.com,Atlanta,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.3,14,0,False,0,benign,0.037002984,32.1,{},False
evt_test_01364,UserPermissionChange,admin,2026-03-26T11:32:02+00:00,u_admin_005,salesforce_admin,10.70.1.115,mycompany.my.salesforce.com,Atlanta,US,Windows,Mozilla/5.0 Windows Chrome,laptop,MFA,TLS1.3,26,0,True,0,benign,0.043581624,36.61,{},False
evt_test_01365,SOQLQuery,query,2026-03-27T13:30:34+00:00,u_admin_005,salesforce_admin,10.70.1.41,mycompany.my.salesforce.com,Atlanta,US,macOS,Mozilla/5.0 macOS Safari,laptop,MFA,TLS1.3,208,3,False,0,benign,0.022531424,21.0,{},False
evt_test_01366,UserPermissionChange,admin,2026-03-28T17:05:56+00:00,u_admin_005,salesforce_admin,10.70.1.233,login.salesforce.com,Atlanta,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.3,11,0,True,0,benign,0.051223505,41.48,{},False
evt_test_01367,SOQLQuery,query,2026-03-15T18:53:31+00:00,u_admin_005,salesforce_admin,10.70.1.64,mycompany.my.salesforce.com,Atlanta,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.3,174,4,False,0,benign,0.033109143,29.27,{},False
evt_test_01368,SOQLQuery,query,2026-03-16T13:01:21+00:00,u_admin_005,salesforce_admin,10.70.1.151,mycompany.my.salesforce.com,Atlanta,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.3,204,6,False,0,benign,0.03226443,28.65,{},False
evt_test_01369,ConnectedAppOAuth,auth,2026-03-17T18:03:25+00:00,u_admin_005,salesforce_admin,10.70.1.65,mycompany.my.salesforce.com,Atlanta,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.3,31,0,False,0,benign,0.026334459,24.08,{},False
evt_test_01370,UserPermissionChange,admin,2026-03-18T17:53:10+00:00,u_admin_005,salesforce_admin,10.70.1.62,mycompany.my.salesforce.com,Atlanta,US,macOS,Mozilla/5.0 macOS Safari,laptop,MFA,TLS1.3,6,0,True,0,benign,0.049918175,40.68,{},False
evt_test_01371,UserPermissionChange,admin,2026-03-19T15:28:59+00:00,u_admin_005,salesforce_admin,10.70.1.180,mycompany.my.salesforce.com,Atlanta,US,macOS,Mozilla/5.0 macOS Safari,laptop,MFA,TLS1.3,22,0,True,0,benign,0.049757328,40.58,{},False
evt_test_01372,Logout,auth,2026-03-20T13:29:48+00:00,u_admin_005,salesforce_admin,10.70.1.147,mycompany.my.salesforce.com,Atlanta,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.3,37,0,False,0,benign,0.019881165,18.78,{},False
evt_test_01373,DashboardView,data_access,2026-03-21T12:51:02+00:00,u_admin_005,salesforce_admin,10.70.1.174,mycompany.my.salesforce.com,Atlanta,US,Windows,Mozilla/5.0 Windows Chrome,laptop,MFA,TLS1.3,3,0,False,0,benign,0.038814645,33.37,{},False
evt_test_01374,SOQLQuery,query,2026-03-22T18:39:32+00:00,u_admin_005,salesforce_admin,10.70.1.170,login.salesforce.com,Atlanta,US,macOS,Mozilla/5.0 macOS Safari,laptop,MFA,TLS1.3,154,4,False,0,benign,0.032754075,29.01,{},False
evt_test_01375,ConnectedAppOAuth,auth,2026-03-23T09:15:57+00:00,u_admin_005,salesforce_admin,10.70.1.119,mycompany.my.salesforce.com,Atlanta,US,macOS,Mozilla/5.0 macOS Safari,laptop,MFA,TLS1.2,23,0,False,0,benign,0.06481137,49.24,{},False
evt_test_01376,Logout,auth,2026-03-24T19:04:39+00:00,u_admin_005,salesforce_admin,10.70.1.189,mycompany.my.salesforce.com,Atlanta,US,macOS,Mozilla/5.0 macOS Safari,laptop,MFA,TLS1.3,25,0,False,0,benign,0.031385183,27.99,"{""login_hour_deviation"": {""circular_hour_distance"": 6.08, ""normal_mean_hour"": 12.92, ""value"": 19}}",False
evt_test_01377,SOQLQuery,query,2026-03-25T18:54:09+00:00,u_admin_005,salesforce_admin,10.70.1.86,login.salesforce.com,Atlanta,US,macOS,Mozilla/5.0 macOS Safari,laptop,MFA,TLS1.3,242,3,False,0,benign,0.022516655,20.99,{},False
evt_test_01378,UserPermissionChange,admin,2026-03-26T17:40:50+00:00,u_admin_005,salesforce_admin,10.70.1.99,login.salesforce.com,Atlanta,US,Windows,Mozilla/5.0 Windows Chrome,laptop,MFA,TLS1.3,12,0,True,0,benign,0.041818794,35.43,{},False
evt_test_01379,DashboardView,data_access,2026-03-27T16:02:01+00:00,u_admin_005,salesforce_admin,10.70.1.47,mycompany.my.salesforce.com,Atlanta,US,macOS,Mozilla/5.0 macOS Safari,laptop,SSO,TLS1.3,30,0,False,0,benign,0.04691697,38.79,{},False
evt_test_01380,SOQLQuery,query,2026-03-28T09:59:33+00:00,u_admin_005,salesforce_admin,10.70.1.122,mycompany.my.salesforce.com,Atlanta,US,macOS,Mozilla/5.0 macOS Safari,laptop,SSO,TLS1.2,344,2,False,0,benign,0.066105664,49.92,{},False
evt_test_01381,DashboardView,data_access,2026-03-15T18:36:54+00:00,u_admin_005,salesforce_admin,10.70.1.207,mycompany.my.salesforce.com,Atlanta,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.3,35,0,False,0,benign,0.045416355,37.82,{},False
evt_test_01382,ReportExport,data_access,2026-03-16T11:05:43+00:00,u_admin_005,salesforce_admin,10.70.1.52,mycompany.my.salesforce.com,Atlanta,US,macOS,Mozilla/5.0 macOS Safari,laptop,MFA,TLS1.2,195,5,False,0,benign,0.08007113,56.73,"{""model_reconstruction_error"": {""ratio"": 1.05, ""threshold"": 0.076474, ""value"": 0.080071}}",False
evt_test_01383,ConnectedAppOAuth,auth,2026-03-17T10:55:44+00:00,u_admin_005,salesforce_admin,10.70.1.92,mycompany.my.salesforce.com,Atlanta,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.2,38,0,False,0,benign,0.050886128,41.28,{},False
evt_test_01384,Login,auth,2026-03-18T17:31:33+00:00,u_admin_005,salesforce_admin,10.70.1.103,mycompany.my.salesforce.com,Atlanta,US,macOS,Mozilla/5.0 macOS Safari,laptop,SSO,TLS1.3,2,0,False,0,benign,0.021844326,20.43,{},False
evt_test_01385,DashboardView,data_access,2026-03-19T11:40:39+00:00,u_admin_005,salesforce_admin,10.70.1.229,login.salesforce.com,Atlanta,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.3,13,0,False,0,benign,0.04003141,34.21,{},False
evt_test_01386,Logout,auth,2026-03-20T10:17:50+00:00,u_admin_005,salesforce_admin,10.70.1.27,mycompany.my.salesforce.com,Atlanta,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.3,38,0,False,0,benign,0.020197973,19.05,{},False
evt_test_01387,UserPermissionChange,admin,2026-03-21T12:12:06+00:00,u_admin_005,salesforce_admin,10.70.1.191,login.salesforce.com,Atlanta,US,macOS,Mozilla/5.0 macOS Safari,laptop,MFA,TLS1.3,21,0,True,0,benign,0.04841519,39.74,{},False
evt_test_01388,BulkDataExport,data_export,2026-03-22T19:27:28+00:00,u_admin_005,salesforce_admin,10.70.1.16,login.salesforce.com,Atlanta,US,Windows,Mozilla/5.0 Windows Chrome,laptop,MFA,TLS1.3,228,3,False,0,benign,0.057167232,45.01,"{""login_hour_deviation"": {""circular_hour_distance"": 6.08, ""normal_mean_hour"": 12.92, ""value"": 19}}",False
evt_test_01389,UserPermissionChange,admin,2026-03-23T19:22:11+00:00,u_admin_005,salesforce_admin,10.70.1.103,login.salesforce.com,Atlanta,US,macOS,Mozilla/5.0 macOS Safari,laptop,MFA,TLS1.3,3,0,True,0,benign,0.046188846,38.32,"{""login_hour_deviation"": {""circular_hour_distance"": 6.08, ""normal_mean_hour"": 12.92, ""value"": 19}}",False
evt_test_01390,Logout,auth,2026-03-24T09:15:54+00:00,u_admin_005,salesforce_admin,10.70.1.107,login.salesforce.com,Atlanta,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.3,24,0,False,0,benign,0.023293367,21.63,{},False
evt_test_01391,ConnectedAppOAuth,auth,2026-03-25T15:26:50+00:00,u_admin_005,salesforce_admin,10.70.1.142,mycompany.my.salesforce.com,Atlanta,US,Windows,Mozilla/5.0 Windows Chrome,laptop,MFA,TLS1.3,38,0,False,0,benign,0.031819142,28.31,{},False
evt_test_01392,UserPermissionChange,admin,2026-03-26T15:40:21+00:00,u_admin_005,salesforce_admin,10.70.1.98,mycompany.my.salesforce.com,Atlanta,US,macOS,Mozilla/5.0 macOS Safari,laptop,MFA,TLS1.2,18,0,True,0,benign,0.060408965,46.84,{},False
evt_test_01393,UserPermissionChange,admin,2026-03-27T07:08:59+00:00,u_admin_005,salesforce_admin,10.70.1.230,login.salesforce.com,Atlanta,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.2,22,0,True,0,benign,0.055111885,43.82,{},False
evt_test_01394,SOQLQuery,query,2026-03-28T10:08:41+00:00,u_admin_005,salesforce_admin,10.70.1.209,mycompany.my.salesforce.com,Atlanta,US,Windows,Mozilla/5.0 Windows Chrome,laptop,MFA,TLS1.2,145,3,False,0,benign,0.043909326,36.83,{},False
evt_test_01395,UserPermissionChange,admin,2026-03-15T10:40:40+00:00,u_admin_005,salesforce_admin,10.70.1.147,login.salesforce.com,Atlanta,US,macOS,Mozilla/5.0 macOS Safari,laptop,SSO,TLS1.3,34,0,True,0,benign,0.05788627,45.42,{},False
evt_test_01396,SOQLQuery,query,2026-03-16T09:31:54+00:00,u_admin_005,salesforce_admin,10.70.1.113,mycompany.my.salesforce.com,Atlanta,US,macOS,Mozilla/5.0 macOS Safari,laptop,MFA,TLS1.3,202,4,False,0,benign,0.022575172,21.03,{},False
evt_test_01397,SOQLQuery,query,2026-03-17T09:23:54+00:00,u_admin_005,salesforce_admin,10.70.1.240,mycompany.my.salesforce.com,Atlanta,US,Windows,Mozilla/5.0 Windows Chrome,laptop,MFA,TLS1.2,171,3,False,0,benign,0.0414381,35.18,{},False
evt_test_01398,Logout,auth,2026-03-18T08:08:12+00:00,u_admin_005,salesforce_admin,10.70.1.229,login.salesforce.com,Atlanta,US,Windows,Mozilla/5.0 Windows Chrome,laptop,MFA,TLS1.3,13,0,False,0,benign,0.03312805,29.29,{},False
evt_test_01399,UserPermissionChange,admin,2026-03-19T11:31:10+00:00,u_admin_005,salesforce_admin,10.70.1.188,mycompany.my.salesforce.com,Atlanta,US,Windows,Mozilla/5.0 Windows Chrome,laptop,MFA,TLS1.2,27,0,True,0,benign,0.05317191,42.66,{},False
evt_test_01400,UserPermissionChange,admin,2026-03-20T09:50:11+00:00,u_admin_005,salesforce_admin,10.70.1.127,mycompany.my.salesforce.com,Atlanta,US,macOS,Mozilla/5.0 macOS Safari,laptop,MFA,TLS1.3,30,0,True,0,benign,0.05012592,40.81,{},False
evt_test_01401,DashboardView,data_access,2026-03-21T16:02:20+00:00,u_admin_005,salesforce_admin,10.70.1.163,login.salesforce.com,Atlanta,US,Windows,Mozilla/5.0 Windows Chrome,laptop,MFA,TLS1.3,10,0,False,0,benign,0.04770438,39.29,{},False
evt_test_01402,Logout,auth,2026-03-22T09:45:28+00:00,u_admin_005,salesforce_admin,10.70.1.170,mycompany.my.salesforce.com,Atlanta,US,macOS,Mozilla/5.0 macOS Safari,laptop,SSO,TLS1.2,36,0,False,0,benign,0.06822175,51.02,{},False
evt_test_01403,Logout,auth,2026-03-23T12:11:11+00:00,u_admin_005,salesforce_admin,10.70.1.152,login.salesforce.com,Atlanta,US,Windows,Mozilla/5.0 Windows Chrome,laptop,MFA,TLS1.3,2,0,False,0,benign,0.03394805,29.89,{},False
evt_test_01404,ConnectedAppOAuth,auth,2026-03-24T15:35:09+00:00,u_admin_005,salesforce_admin,10.70.1.234,login.salesforce.com,Atlanta,US,Windows,Mozilla/5.0 Windows Chrome,laptop,MFA,TLS1.3,16,0,False,0,benign,0.03397204,29.91,{},False
evt_test_01405,Logout,auth,2026-03-25T13:07:31+00:00,u_admin_005,salesforce_admin,10.70.1.193,mycompany.my.salesforce.com,Atlanta,US,macOS,Mozilla/5.0 macOS Safari,laptop,SSO,TLS1.2,18,0,False,0,benign,0.055532716,44.06,{},False
evt_test_01406,SOQLQuery,query,2026-03-26T11:55:16+00:00,u_admin_005,salesforce_admin,10.70.1.161,login.salesforce.com,Atlanta,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.3,195,3,False,0,benign,0.020542149,19.34,{},False
evt_test_01407,ConnectedAppOAuth,auth,2026-03-27T08:10:03+00:00,u_admin_005,salesforce_admin,10.70.1.68,mycompany.my.salesforce.com,Atlanta,US,Windows,Mozilla/5.0 Windows Chrome,laptop,MFA,TLS1.3,29,0,False,0,benign,0.031290792,27.92,{},False
